% Title: Andy vs Luke
%
@RELATION text

@ATTRIBUTE avgLettersPerWord		NUMERIC
@ATTRIBUTE avgConsonantsPerWord		NUMERIC
@ATTRIBUTE avgVowelsPerWord		NUMERIC
@ATTRIBUTE avgWordsPerSentence		NUMERIC
@ATTRIBUTE avgConsonantsPerSentence	NUMERIC
@ATTRIBUTE avgVowelsPerSentence		NUMERIC
@ATTRIBUTE mostCommonWord		string
@ATTRIBUTE totalWordCount		NUMERIC
@ATTRIBUTE numberDifferentWords		NUMERIC
@ATTRIBUTE source			{abraham, arthur_doyle, charles_darwin, charles_dickens, frank_baum, grimm, herman_melville, jane_austen, laura_hope, lewis_carroll, mark_twain, oscar_wilde, walt_whitman}

@DATA
4.2,2.1625,2.1333334,11.818182,21.227272,16.0,upon,240,138,arthur_doyle
4.0875,2.025,2.0625,15.9375,27.5625,21.4375,with,240,148,arthur_doyle
4.2192307,2.0538461,1.9961538,18.266666,31.933332,24.133333,have,260,161,arthur_doyle
4.6063347,2.2126696,2.239819,23.0,43.5,35.0,which,221,145,arthur_doyle
3.9054055,1.9144144,1.8738738,19.416666,30.5,24.833334,letters,222,136,arthur_doyle
4.068063,1.9842932,1.9319372,18.363636,30.636364,23.636364,letters,191,120,arthur_doyle
4.1776648,2.0862944,2.071066,20.6,37.1,28.7,alone,197,124,arthur_doyle
4.246154,2.1252747,2.024176,31.266666,55.333332,42.866665,which,455,237,arthur_doyle
3.662021,1.8954704,1.8850174,17.82353,28.17647,21.529411,down,287,155,arthur_doyle
4.553279,2.2540984,2.2418032,27.88889,54.444443,42.444443,which,244,147,arthur_doyle
4.5633802,2.2629108,2.2206573,31.142857,60.142857,46.857143,which,213,138,arthur_doyle
4.034483,2.0517242,2.0905173,17.5,29.785715,23.428572,were,232,138,arthur_doyle
4.147465,2.0829494,2.0506911,13.0,22.666666,17.222221,very,217,133,arthur_doyle
3.958763,1.9896908,1.9931271,20.333334,33.4,26.8,road,291,174,arthur_doyle
3.7966805,1.879668,2.0,15.117647,25.0,18.470589,could,241,130,arthur_doyle
4.372449,2.1938775,2.1785715,13.933333,26.0,19.8,from,196,130,arthur_doyle
4.1560283,2.0425532,2.0460992,15.05,25.8,20.6,been,282,166,arthur_doyle
3.7070706,1.8316498,1.9292929,15.8,25.5,18.4,would,297,161,arthur_doyle
4.167421,2.0588236,2.1131222,20.90909,36.636364,29.272728,your,221,140,arthur_doyle
4.4065933,2.1978023,2.1648352,31.0,57.833332,45.666668,have,182,125,arthur_doyle
4.423913,2.1702898,2.1376812,19.266666,35.733334,27.666666,were,276,163,arthur_doyle
4.2522936,2.119266,2.0550458,14.5625,25.8125,19.4375,with,218,152,arthur_doyle
4.180645,2.0548387,2.0677419,21.6,38.1,29.233334,upon,620,304,arthur_doyle
3.9266055,2.0366971,2.0642202,17.692308,29.692308,24.0,road,218,138,arthur_doyle
4.1990952,1.995475,2.1266968,13.222222,21.61111,18.222221,house,221,137,arthur_doyle
4.315364,2.1374662,2.0862534,17.086956,30.652174,24.130434,with,371,220,arthur_doyle
4.348432,2.1707318,2.0662022,15.3,27.85,21.55,which,287,175,arthur_doyle
4.267606,2.1643193,2.1549296,16.142857,29.142857,23.071428,upon,213,135,arthur_doyle
4.4780874,2.2908366,2.2629483,18.928572,35.92857,29.214285,been,251,168,arthur_doyle
4.4635415,2.1979167,2.1875,24.875,46.625,36.75,would,192,120,arthur_doyle
4.3367004,2.1818182,2.104377,15.75,28.45,21.8,death,297,183,arthur_doyle
4.5177455,2.2588727,2.2755742,14.25,27.222221,21.083334,were,479,283,arthur_doyle
4.428571,2.1156464,2.0714285,23.461538,42.76923,32.76923,upon,294,186,arthur_doyle
4.2617283,2.0938272,2.125926,23.38889,42.0,32.22222,which,405,236,arthur_doyle
4.129464,2.0669644,2.0357144,21.181818,37.0,28.181818,they,224,148,arthur_doyle
4.1321588,2.061674,2.0528634,29.125,50.625,39.5,words,227,144,arthur_doyle
4.5615764,2.226601,2.2807882,34.5,66.5,54.0,from,203,135,arthur_doyle
4.440318,2.2228117,2.193634,16.666666,30.083334,25.5,change,377,203,arthur_doyle
4.418919,2.2054055,2.1243243,15.72,28.6,21.96,upon,370,230,arthur_doyle
4.5277777,2.2261906,2.2539682,21.833334,42.166668,32.833332,with,252,165,arthur_doyle
4.222772,2.1336634,2.1732674,16.384615,29.615385,23.23077,were,202,133,arthur_doyle
4.39759,2.1485944,2.1606426,28.444445,51.77778,41.666668,which,249,158,arthur_doyle
4.5,2.2079208,2.1633663,21.0,39.2,31.1,with,202,139,arthur_doyle
4.259091,2.1272728,2.1318183,17.76923,32.153847,24.384615,which,220,147,arthur_doyle
4.2819386,2.2026432,2.123348,21.454546,39.545456,30.818182,them,227,144,arthur_doyle
4.3791666,2.1416667,2.1333334,27.444445,50.11111,39.11111,with,240,153,arthur_doyle
4.3430963,2.1882846,2.1213388,20.75,38.416668,29.583334,which,239,150,arthur_doyle
4.342723,2.169014,2.0751173,27.375,49.5,38.0,with,213,144,arthur_doyle
4.488688,2.2714932,2.1877828,28.5,54.1875,43.6875,which,442,252,arthur_doyle
4.3728814,2.1991525,2.059322,13.315789,24.0,18.526316,upon,236,153,arthur_doyle
4.18593,2.1457286,2.1356783,14.133333,25.533333,19.733334,were,199,128,arthur_doyle
4.5285287,2.3093092,2.186186,24.714285,46.714287,37.92857,which,333,186,arthur_doyle
4.0600705,2.0459363,1.9681978,19.8,33.066666,26.333334,upon,283,169,arthur_doyle
4.300518,2.1243522,2.1606216,28.285715,51.857143,40.0,should,193,121,arthur_doyle
4.455357,2.2261906,2.169643,24.928572,46.5,36.785713,which,336,203,arthur_doyle
4.085308,1.9976304,1.9383886,22.0,37.85,27.9,over,422,236,arthur_doyle
4.2689395,2.0984848,2.0757575,27.2,48.1,37.1,their,264,161,arthur_doyle
4.4678574,2.2142856,2.1285715,26.272728,49.18182,37.727272,them,280,175,arthur_doyle
4.195876,2.1134021,2.1082475,25.0,45.5,35.0,were,194,134,arthur_doyle
4.5128207,2.2307692,2.2051282,26.777779,51.444443,39.666668,with,234,155,arthur_doyle
4.2976747,2.1209302,2.0976744,22.3,40.1,30.7,they,215,135,arthur_doyle
4.2749004,2.1673307,2.131474,23.636364,42.81818,33.454544,were,251,152,arthur_doyle
4.313084,2.1682243,2.1635513,24.555555,46.0,34.666668,their,214,133,arthur_doyle
4.4690433,2.1969981,2.1763601,27.55,52.25,39.5,with,533,293,arthur_doyle
4.1285715,2.0612245,2.0653062,38.53846,67.69231,52.46154,which,490,273,arthur_doyle
4.0498443,2.0872273,2.0311527,32.9,59.0,43.3,they,321,186,arthur_doyle
4.40367,2.1834862,2.1697247,22.6,42.3,32.7,which,218,140,arthur_doyle
4.2755103,2.1377552,2.0918367,20.4,36.8,29.2,which,196,121,arthur_doyle
4.1792827,2.0796812,2.0876493,21.75,38.5,28.916666,much,251,162,arthur_doyle
4.5992217,2.3424125,2.2529182,37.42857,73.57143,57.42857,which,257,146,arthur_doyle
4.9257145,2.4285715,2.397143,30.083334,61.25,50.416668,were,350,216,arthur_doyle
4.7712765,2.3297873,2.3510637,24.375,49.25,38.0,would,188,119,arthur_doyle
5.149533,2.4813085,2.3925233,31.428572,66.42857,53.285713,their,214,137,arthur_doyle
4.744917,2.3031423,2.2994454,29.421053,57.789474,46.473682,which,541,283,arthur_doyle
4.830334,2.3598971,2.3676093,12.085714,23.742857,18.857143,which,389,218,arthur_doyle
4.7028303,2.3042452,2.2547169,19.391304,37.608696,29.913044,have,424,237,arthur_doyle
4.474336,2.2159293,2.180531,18.09091,33.60606,26.424242,Professor,565,292,arthur_doyle
4.4867725,2.2195768,2.2195768,13.16129,23.935484,19.129032,four,378,219,arthur_doyle
4.375,2.1830356,2.1785715,25.666666,46.666668,37.22222,upon,224,147,arthur_doyle
4.0255103,2.0255103,2.0153062,18.636364,31.545454,24.454546,always,196,123,arthur_doyle
4.433628,2.10177,2.1725664,29.125,53.25,43.375,have,226,140,arthur_doyle
4.3303165,2.158371,2.162896,17.846153,33.384617,25.76923,which,221,140,arthur_doyle
3.8316326,1.8622448,1.9846939,9.478261,14.956522,11.434783,your,196,130,arthur_doyle
4.516854,2.235955,2.2022471,20.666666,39.0,31.222221,your,178,116,arthur_doyle
4.3940396,2.1854305,2.1655629,28.363636,53.454544,42.272728,them,302,178,arthur_doyle
4.6764708,2.3705883,2.3,25.0,48.857143,40.57143,with,170,116,arthur_doyle
4.745562,2.3550296,2.2899408,15.0,28.583334,24.416666,been,169,118,arthur_doyle
4.3457446,2.0904255,2.1755319,18.0,31.454546,26.636364,upon,188,131,arthur_doyle
4.7764707,2.282353,2.2941177,22.0,43.75,34.375,hall,170,120,arthur_doyle
4.661017,2.322034,2.2259886,22.875,44.75,34.75,There,177,121,arthur_doyle
4.342466,2.13242,2.1917808,28.125,51.625,41.75,with,219,148,arthur_doyle
4.5638766,2.2731278,2.277533,15.0625,28.875,23.125,which,227,140,arthur_doyle
4.3348017,2.1277533,2.2070484,23.5,43.1,34.4,gentleman,227,136,arthur_doyle
4.5219636,2.2377262,2.2312663,14.561403,27.087719,21.912281,have,774,398,arthur_doyle
4.693662,2.278169,2.2359154,24.5,46.666668,37.833332,with,284,182,arthur_doyle
4.532338,2.2487562,2.2089553,23.11111,44.11111,34.333332,which,201,138,arthur_doyle
3.804762,1.9285715,1.9619048,13.9375,22.3125,17.6875,That,210,137,arthur_doyle
3.8376622,1.9220779,1.9285715,20.208334,32.666668,25.083334,there,462,255,arthur_doyle
4.567901,2.2263374,2.2345679,35.42857,67.85714,53.714287,should,243,157,arthur_doyle
4.1797385,2.0718954,2.0424836,20.0,35.0625,26.75,which,306,194,arthur_doyle
4.355769,2.0961537,2.1634614,17.368422,30.473684,25.263159,your,312,172,arthur_doyle
4.462222,2.208889,2.1377778,23.3,42.7,33.9,will,225,147,arthur_doyle
4.6190476,2.327381,2.235119,26.692308,51.846153,41.384617,which,336,200,arthur_doyle
4.3846154,2.1758242,2.1391943,28.1,51.0,41.2,which,273,171,arthur_doyle
4.6542554,2.2712767,2.2765958,32.0,63.166668,48.166668,which,188,131,arthur_doyle
4.365979,2.2164948,2.1907218,22.333334,39.88889,33.11111,them,194,130,arthur_doyle
4.3431635,2.1152816,2.1689007,31.916666,58.25,45.833332,would,373,213,arthur_doyle
4.3703704,2.1904762,2.1693122,21.88889,40.38889,31.722221,which,378,225,arthur_doyle
4.582019,2.2429023,2.2018929,36.11111,68.94444,54.11111,which,634,357,arthur_doyle
4.65641,2.323077,2.2410257,22.444445,44.0,33.555557,upon,195,133,arthur_doyle
4.356383,2.1755319,2.1595745,24.25,45.875,34.125,first,188,120,arthur_doyle
4.568702,2.2862597,2.167939,27.0,51.9,40.8,from,262,171,arthur_doyle
5.0240965,2.4036145,2.4036145,24.428572,51.0,39.857143,place,166,124,arthur_doyle
4.1885247,2.090164,2.0614755,27.88889,49.555557,38.11111,could,244,172,arthur_doyle
4.0954547,2.0727272,1.9681818,20.818182,35.454544,27.727272,have,220,145,arthur_doyle
4.369565,2.1684783,2.25,21.333334,39.666668,32.0,upon,184,126,arthur_doyle
4.051402,2.0327103,2.046729,20.272728,34.0,27.818182,like,214,133,arthur_doyle
4.3289037,2.1727574,2.1960132,25.916666,47.833332,38.25,were,301,185,arthur_doyle
4.2941175,2.1122994,2.1283422,24.125,43.75,34.0,with,187,122,arthur_doyle
4.334821,2.111607,2.1026785,25.666666,46.444443,35.77778,upon,224,150,arthur_doyle
4.2217393,2.0869565,2.1478262,23.8,42.5,34.2,before,230,144,arthur_doyle
4.56917,2.2766798,2.2490118,21.916666,42.916668,33.0,their,253,175,arthur_doyle
4.408163,2.1785715,2.1377552,28.714285,53.0,42.0,upon,196,144,arthur_doyle
4.0816326,2.0561225,2.0,20.4,35.2,27.3,with,196,127,arthur_doyle
4.2249,2.1646585,2.1405623,23.454546,41.727272,34.363636,been,249,156,arthur_doyle
4.394822,2.168285,2.0776699,24.615385,44.53846,35.076923,which,309,205,arthur_doyle
4.649194,2.278226,2.2903225,23.454546,45.636364,36.545456,have,248,153,arthur_doyle
4.5929203,2.283186,2.2477877,25.88889,50.333332,39.88889,were,226,152,arthur_doyle
4.411111,2.1833334,2.25,20.88889,38.0,31.88889,upon,180,115,arthur_doyle
4.0137615,1.9082569,1.9266055,28.0,46.5,35.25,tree,218,129,arthur_doyle
4.161017,2.0169492,2.0677967,20.5,35.5,28.0,which,236,144,arthur_doyle
4.3367696,2.0756013,2.09622,17.055555,30.055555,23.444445,with,291,190,arthur_doyle
4.28934,2.0203047,2.0152285,18.727272,33.18182,24.363636,were,197,126,arthur_doyle
4.0956173,2.0438247,2.0318725,25.9,45.6,34.4,some,251,153,arthur_doyle
4.334471,2.0853243,2.116041,20.4,37.533333,27.933332,strange,293,179,arthur_doyle
4.193182,2.1401515,2.0,19.714285,35.142857,26.785715,like,264,160,arthur_doyle
3.8421052,1.8947369,1.8345865,15.666667,25.722221,18.222221,could,266,164,arthur_doyle
4.2283106,2.1506848,2.13242,20.727272,38.454544,28.818182,could,219,136,arthur_doyle
4.2526317,2.036842,2.0157895,19.8,34.6,26.9,would,190,128,arthur_doyle
4.486188,2.2762432,2.237569,20.88889,40.22222,32.0,were,181,118,arthur_doyle
3.865,1.93,1.92,25.75,41.875,33.375,should,200,127,arthur_doyle
3.8507462,2.0597014,1.9291044,16.705883,28.294117,21.058823,they,268,157,arthur_doyle
3.9138577,1.9812734,1.9213483,16.647058,27.529411,20.470589,they,267,161,arthur_doyle
3.67658,1.929368,1.8921933,21.615385,35.307693,25.846153,with,269,173,arthur_doyle
4.0149255,2.0199006,2.0497513,14.333333,24.4,18.466667,them,201,123,arthur_doyle
3.939394,2.006734,2.03367,17.444445,29.444445,22.722221,they,297,175,arthur_doyle
3.8023255,1.9844961,1.9263566,15.277778,25.222221,18.555555,they,258,151,arthur_doyle
4.452,2.244,2.192,21.666666,40.916668,31.5,same,250,154,arthur_doyle
4.237838,2.1135135,2.108108,17.636364,31.545454,24.272728,they,185,122,arthur_doyle
4.2727275,2.1060605,2.1565657,18.818182,34.0,26.90909,with,198,143,arthur_doyle
4.721973,2.3497758,2.192825,32.57143,63.57143,50.42857,which,223,142,arthur_doyle
4.097778,2.0222223,2.0355556,21.272728,37.636364,28.0,from,225,149,arthur_doyle
4.353234,2.1044776,2.1343284,34.166668,63.666668,47.5,with,201,135,arthur_doyle
4.0894737,2.005263,2.0473685,16.75,28.083334,22.5,have,190,128,arthur_doyle
4.08,2.0145454,2.0581818,19.266666,33.066666,24.866667,which,275,158,arthur_doyle
4.3261805,2.2145922,2.1716738,16.466667,30.133333,24.0,were,233,134,arthur_doyle
4.0804954,2.0464396,2.120743,27.833334,48.75,38.833332,which,323,190,arthur_doyle
4.4007635,2.164122,2.2137403,19.642857,36.714287,27.785715,been,262,147,arthur_doyle
4.0,1.9560976,2.107317,19.545454,33.0,25.363636,would,205,124,arthur_doyle
4.2155476,2.1236749,2.0954063,32.22222,59.444443,44.666668,upon,283,169,arthur_doyle
3.9955947,2.0220265,1.8722467,18.384615,30.846153,23.692308,took,227,136,arthur_doyle
4.0,2.0,1.8945312,20.615385,35.076923,26.0,which,256,143,arthur_doyle
4.3018184,2.1636364,2.0945454,23.833334,43.083332,33.083332,goose,275,162,arthur_doyle
4.4347825,2.152174,2.1684783,27.0,50.57143,39.714287,which,184,117,arthur_doyle
4.6989245,2.3046596,2.3082438,24.166666,46.583332,37.416668,Horner,279,158,arthur_doyle
4.401786,2.1964285,2.174107,32.714287,62.42857,47.142857,which,224,143,arthur_doyle
4.628141,2.276382,2.276382,29.285715,56.42857,47.142857,which,199,131,arthur_doyle
4.1094146,2.033079,1.9720101,18.043478,31.782608,22.869566,sister,393,222,arthur_doyle
3.9201682,1.9831933,2.0,24.7,41.4,31.8,have,238,151,arthur_doyle
4.122172,2.0542986,2.00905,19.333334,33.083332,25.916666,pounds,221,144,arthur_doyle
4.1975,2.0225,2.095,27.6,49.0,37.2,which,400,207,arthur_doyle
4.3940887,2.2019703,2.1182265,29.714285,55.42857,43.285713,which,203,138,arthur_doyle
4.147157,2.0602007,2.033445,25.833334,45.083332,35.333332,however,299,171,arthur_doyle
4.0738006,2.0,2.0553505,25.545454,43.81818,33.727272,were,271,158,arthur_doyle
4.200957,2.0478468,2.0478468,18.333334,31.75,24.583334,were,209,136,arthur_doyle
4.1858735,2.1003718,2.0669146,27.8,49.8,39.3,which,269,158,arthur_doyle
3.9708333,1.9208333,1.875,19.384615,32.307693,23.0,upon,240,145,arthur_doyle
4.582996,2.291498,2.2307692,25.6,48.3,39.0,will,247,157,arthur_doyle
4.661932,2.3181818,2.3238637,21.647058,42.411766,33.64706,house,352,193,arthur_doyle
4.0881224,1.9923371,2.02682,29.777779,50.88889,39.333332,with,261,142,arthur_doyle
4.179894,2.047619,2.1058202,16.583334,29.333334,22.583334,there,189,121,arthur_doyle
3.6307693,1.8923076,1.9038461,24.545454,39.090908,29.454546,Frank,260,142,arthur_doyle
3.4194632,1.7516779,1.8053691,19.5625,29.6875,21.875,just,298,144,arthur_doyle
3.825726,2.0082989,1.9709543,19.461538,32.53846,25.076923,before,241,138,arthur_doyle
3.6708333,1.9083333,1.9041667,27.555555,43.77778,33.444443,should,240,130,arthur_doyle
4.167742,2.0612903,2.151613,21.6,38.4,30.333334,could,310,174,arthur_doyle
4.0204916,2.0860655,2.0450819,15.294118,25.82353,21.17647,house,244,139,arthur_doyle
4.2431507,2.0034246,2.1130137,21.714285,38.42857,29.571428,with,292,179,arthur_doyle
4.056338,1.9765258,2.0422535,27.5,47.625,36.125,round,213,132,arthur_doyle
3.8252428,1.9368932,2.0242717,23.777779,40.555557,29.777779,where,206,111,arthur_doyle
3.7740586,1.8661088,1.8953975,15.0,24.529411,17.882353,would,239,141,arthur_doyle
4.236,2.012,2.016,18.785715,31.5,25.0,very,250,162,arthur_doyle
4.325,2.1458333,2.2083333,15.058824,27.294117,21.82353,little,240,152,arthur_doyle
4.016949,2.0550847,2.0338984,15.6875,27.0,20.8125,Rucastle,236,145,arthur_doyle
4.1944447,2.063492,2.0277777,15.764706,27.82353,21.117647,there,252,144,arthur_doyle
4.1963634,2.0836363,2.0,20.571428,35.42857,27.357143,door,275,155,arthur_doyle
3.7993526,1.8705502,1.8576052,15.666667,24.571428,18.904762,into,309,171,arthur_doyle
4.354067,2.1196172,2.1961722,15.857142,28.357143,22.428572,have,209,136,arthur_doyle
3.6244133,1.9248827,1.9201878,22.2,36.9,26.0,could,213,126,arthur_doyle
4.2192307,2.0884616,2.146154,22.583334,40.333332,32.25,have,260,148,arthur_doyle
4.0454545,2.0757575,2.070707,20.7,36.4,27.6,were,198,126,arthur_doyle
4.385366,2.117073,2.102439,26.375,47.75,37.125,with,205,142,arthur_doyle
4.591093,2.319838,2.2348177,31.625,62.875,48.75,would,247,159,arthur_doyle
4.172589,2.101523,2.111675,29.0,51.57143,40.714287,obvious,197,121,arthur_doyle
4.4215684,2.1421568,2.1617646,29.857143,56.285713,42.42857,which,204,131,arthur_doyle
4.2941175,2.1122994,2.1283422,17.90909,31.90909,25.727272,upon,187,126,arthur_doyle
4.337165,2.191571,2.1992338,21.0,39.076923,31.0,would,261,160,arthur_doyle
4.3250885,2.204947,2.155477,19.8,36.333332,28.466667,would,283,165,arthur_doyle
4.3727274,2.2,2.1636364,16.642857,29.857143,23.571428,Turner,220,137,arthur_doyle
4.165266,2.067227,2.1092436,21.941177,38.411766,29.058823,they,357,191,arthur_doyle
4.2253523,2.1502347,2.1267605,31.285715,56.57143,45.0,appear,213,129,arthur_doyle
3.9681373,2.004902,1.9215686,19.5,33.18182,24.454546,father,408,205,arthur_doyle
4.306383,2.1170213,2.1234043,19.72,36.4,27.0,could,470,246,arthur_doyle
3.95,2.0214286,2.0464287,26.363636,45.909092,34.0,what,280,160,arthur_doyle
4.4710746,2.198347,2.1942148,22.818182,43.0,33.090908,upon,242,162,arthur_doyle
3.9645777,2.0217984,2.0899184,13.620689,23.0,18.206896,they,367,206,arthur_doyle
3.7309237,1.8995984,1.939759,20.076923,33.0,24.23077,down,249,153,arthur_doyle
3.6653697,1.8249028,1.8326849,15.222222,23.88889,17.166666,could,257,144,arthur_doyle
4.5026736,2.2406416,2.1871657,38.0,72.4,58.2,which,187,119,arthur_doyle
4.080808,2.0808082,2.0656567,33.666668,59.166668,46.666668,wind,198,124,arthur_doyle
4.0625,2.017857,2.107143,23.3,39.9,31.9,very,224,138,arthur_doyle
3.7183099,1.8591549,1.9671361,27.5,44.625,34.375,would,213,122,arthur_doyle
3.88,2.044,1.988,28.666666,49.444443,37.88889,would,250,152,arthur_doyle
4.3779902,2.2344499,2.2105262,18.25,34.416668,27.833334,woman,209,138,arthur_doyle
4.1380754,2.1213388,2.0627615,22.636364,41.0,30.454546,from,239,142,arthur_doyle
4.3153844,2.146154,2.103846,29.666666,53.0,43.77778,which,260,156,arthur_doyle
4.2116184,2.1286306,2.174274,20.916666,38.0,29.416666,which,241,152,arthur_doyle
4.796078,2.3490195,2.3058825,24.09091,47.363636,38.545456,some,255,163,arthur_doyle
4.387755,2.2142856,2.1989796,28.857143,53.142857,43.142857,help,196,115,arthur_doyle
4.4813085,2.1448598,2.224299,20.272728,37.909092,29.454546,from,214,146,arthur_doyle
4.230769,2.1538463,2.0480769,23.88889,43.11111,34.0,were,208,132,arthur_doyle
4.397906,2.0575917,2.146597,16.833334,29.833334,24.333334,might,191,122,arthur_doyle
3.9257143,2.0028572,2.0028572,13.464286,22.607143,17.178572,said,350,197,arthur_doyle
4.3367877,2.0984457,2.238342,18.454546,33.18182,27.09091,feet,193,118,arthur_doyle
4.4074073,2.1388888,2.125,24.777779,45.77778,35.444443,open,216,146,arthur_doyle
4.435028,2.1751413,2.1864407,18.6,33.7,27.8,which,177,123,arthur_doyle
4.1957297,2.0711744,2.0925267,17.411764,30.82353,23.647058,upon,281,170,arthur_doyle
4.3203883,2.1116505,2.106796,18.0,32.583332,24.666666,which,206,134,arthur_doyle
4.2517242,2.1482759,2.2,20.266666,37.0,29.066668,from,290,174,arthur_doyle
4.6589594,2.3092484,2.2601156,20.166666,39.11111,30.333334,which,346,208,arthur_doyle
4.724138,2.324138,2.2827587,13.521739,25.73913,20.434782,have,290,200,arthur_doyle
4.399103,2.1390135,2.1479821,21.09091,39.18182,30.181818,myself,223,148,arthur_doyle
4.1875,2.1105769,2.0865386,18.25,32.25,25.583334,been,208,138,arthur_doyle
4.1569505,2.0986547,2.1659193,18.076923,32.692307,24.461538,would,223,146,arthur_doyle
3.8977273,1.9431819,1.9924242,18.533333,30.866667,23.6,with,264,167,arthur_doyle
4.263754,2.092233,2.1019418,21.533333,38.7,28.933332,with,618,333,arthur_doyle
4.161905,2.1047618,2.0880952,20.0,35.590908,27.09091,with,420,246,arthur_doyle
4.09375,2.1302083,2.1666667,22.11111,41.22222,31.222221,with,192,127,arthur_doyle
3.6313365,1.8617512,1.8801843,22.6,36.0,26.3,half,217,130,arthur_doyle
4.64,2.28,2.2742858,22.625,44.125,36.0,which,175,124,arthur_doyle
4.0336137,2.0798318,2.0168068,20.75,36.0,27.916666,convict,238,145,arthur_doyle
3.894977,1.9589041,2.0136986,22.8,38.3,30.0,keep,219,134,arthur_doyle
4.060674,2.0202248,1.9617977,22.142857,37.61905,28.190475,with,445,255,arthur_doyle
4.144681,2.0723405,2.0425532,20.5,35.166668,27.083334,were,235,153,arthur_doyle
4.0765553,2.15311,1.9569378,18.333334,31.416666,24.583334,with,209,129,arthur_doyle
4.022222,2.04,2.0133333,29.0,48.875,39.75,guard,225,143,arthur_doyle
3.8754864,1.9688716,2.0505836,26.6,45.7,33.2,come,257,153,arthur_doyle
3.9882812,1.96875,2.03125,19.214285,33.357143,24.642857,with,256,154,arthur_doyle
4.187234,2.1276596,2.1404254,19.0,34.076923,26.846153,home,235,143,arthur_doyle
4.1068377,2.0982907,2.102564,20.416666,36.333332,28.333334,were,234,142,arthur_doyle
3.861244,1.9808612,2.014354,27.0,44.75,35.5,them,209,125,arthur_doyle
4.0069685,2.0522647,2.0940766,23.0,40.384617,30.538462,Achmet,287,156,arthur_doyle
3.9619048,2.004762,2.004762,24.222221,40.555557,32.11111,from,210,130,arthur_doyle
3.8405797,1.9565217,2.0048308,23.88889,38.555557,30.333334,were,207,123,arthur_doyle
4.009569,2.014354,1.9665072,14.866667,24.8,18.8,Sholto,209,132,arthur_doyle
3.7597597,1.8708708,1.921922,16.809525,27.0,20.238094,with,333,191,arthur_doyle
3.763077,1.8984616,1.96,19.0,31.166666,23.222221,Tonga,325,174,arthur_doyle
4.222798,2.119171,2.1295338,15.769231,27.461538,22.692308,address,193,129,arthur_doyle
4.4682927,2.2536585,2.1756098,23.555555,43.77778,35.333332,upon,205,129,arthur_doyle
3.7805643,1.9341693,2.0,12.777778,20.777779,15.777778,said,319,162,arthur_doyle
4.369919,2.2560976,2.1626017,15.411765,28.058823,22.764706,which,246,159,arthur_doyle
4.0576925,1.9807693,2.0336537,15.785714,27.071428,20.5,would,208,142,arthur_doyle
4.340909,2.1636364,2.159091,16.642857,30.142857,23.714285,have,220,144,arthur_doyle
4.1225295,2.0316205,2.1501977,23.818182,42.636364,33.090908,himself,253,147,arthur_doyle
4.387978,2.169399,2.1967213,23.625,44.375,33.375,like,183,125,arthur_doyle
4.244361,2.1503758,2.1165414,21.307692,38.692307,30.923077,room,266,168,arthur_doyle
4.3524227,2.1894274,2.0792952,26.11111,47.22222,38.0,which,227,140,arthur_doyle
3.9343433,1.969697,2.0353534,16.076923,26.0,21.461538,there,198,132,arthur_doyle
4.4725275,2.186813,2.1923077,23.5,44.0,34.75,upon,182,114,arthur_doyle
4.6545453,2.2818182,2.1863637,22.8,44.8,34.2,upon,220,159,arthur_doyle
4.7545457,2.3272727,2.3227272,25.222221,50.11111,41.22222,with,220,144,arthur_doyle
3.7554586,1.882096,1.860262,21.818182,34.272728,25.727272,them,229,143,arthur_doyle
4.023256,2.027907,2.055814,13.588235,23.058823,17.82353,would,215,132,arthur_doyle
4.0343513,2.019084,2.019084,18.4,31.0,24.133333,street,262,162,arthur_doyle
4.8374386,2.458128,2.2955666,12.823529,24.588236,20.352942,upon,203,137,arthur_doyle
3.8651316,1.9440789,1.9473684,13.625,22.708334,16.416666,with,304,187,arthur_doyle
4.353846,2.1897435,2.1538463,17.083334,31.416666,24.25,Drebber,195,116,arthur_doyle
4.0622406,2.053942,2.107884,18.142857,31.5,24.571428,Boots,241,143,arthur_doyle
4.803468,2.2601156,2.364162,22.5,44.375,35.625,have,173,113,arthur_doyle
4.020325,2.012195,2.0162601,21.416666,36.583332,28.916666,have,246,148,arthur_doyle
4.3483605,2.1639345,2.192623,21.166666,39.166668,30.916666,were,244,146,arthur_doyle
4.4945054,2.2582417,2.2582417,23.5,47.0,34.375,appearance,182,119,arthur_doyle
4.483871,2.1612904,2.2311828,24.0,45.625,34.625,face,186,125,arthur_doyle
4.6242037,2.2738853,2.2707007,23.285715,45.285713,35.857143,great,314,201,arthur_doyle
4.47486,2.2234638,2.2234638,23.125,43.875,35.25,were,179,122,arthur_doyle
4.6902175,2.298913,2.2663043,31.333334,61.5,48.0,with,184,120,arthur_doyle
4.579439,2.2850468,2.2102804,27.5,52.625,40.75,with,214,141,arthur_doyle
4.3757963,2.156051,2.111465,25.0,45.923077,35.615383,horse,314,180,arthur_doyle
4.425,2.245,2.22,23.0,43.77778,34.0,heart,200,126,arthur_doyle
4.2989693,2.128866,2.170103,20.2,36.4,29.1,been,194,128,arthur_doyle
4.755682,2.403409,2.3295455,20.333334,40.555557,33.333332,rumours,176,121,arthur_doyle
4.3989363,2.1542554,2.180851,27.571428,51.142857,41.42857,upon,188,128,arthur_doyle
